Author;AuthorULAN;AuthorULANLabel;AuthorNationality;BiographyLabel;AuthorBirth;AuthorDeath;AuthorBirthLong;AuthorBirthLat;AuthorDeathLong;AuthorDeathLat;AuthorBirthCity;AuthorDeathCity;CountModifiers;CountModifiers_Contact;CountModifiers_Neighbours;CountWorks;CountWorks_Modified;CountWorks_Contact;CountWorks_Neighbours;PercWorks_Modified;PercWorks_Contact;PercWorks_Neighbours
BELLINI Aroldo;ulan:500087357;Bellini, Aroldo;Italian (culture or style);Italian sculptor, 20th century;1871.0;2030.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
STERNE Maurice;ulan:500026464;Sterne, Maurice;American (North American);American painter of Latvian birth, 1878-1957;1878.0;1957.0;25.0;57.0;;;Mālpils novads;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
SALVO DI ANTONIO;ulan:500025386;Salvo d'Antonio;Italian (culture or style);Italian painter, born after 1461, died before 1526;1461.0;1581.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
VOERST Robert van;ulan:500067253;Voerst, Robert van;Dutch (culture or style);Dutch engraver, born 1597, died 1635 or 1636;1597.0;1636.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
PIERI G e NERLI;ulan:500075574;Nerli, Girolamo Pieri;Italian (culture or style);Italian painter, born 1860, died 1926 or 1947, active in Australia and New Zealand;1860.0;1947.0;11.33;43.318000000000005;;;Siena;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
TOMMASINI Giuseppe;ulan:500068413;Tomasini, Giuseppe;Italian (culture or style);Italian painter, active 1st half of 18th century;1660.0;1780.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
BROSSE (de) Salomon (?);ulan:500118650;Brosse, Salomon de;French (culture or style);French architect, ca. 1571-1626;1561.0;1626.0;;;2.333333;48.866667;;Paris;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0
DE PIAN Antonio;ulan:500046192;Pian, Antonio de;Italian (culture or style);Italian painter, scenographer, and engraver, 1784-1851;1784.0;1851.0;12.326667;45.438611;16.3667;48.2167;Venice;Vienna;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
NANNI di JACOPO;ulan:500007121;Nanni di Jacopo;Italian (culture or style);Italian painter, active 1413-1415;1383.0;1473.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
MINNE George;ulan:500029293;Minne, George;Belgian (modern);Belgian sculptor and illustrator, 1866-1941;1866.0;1941.0;3.716667;51.05;4.0;50.8333;Ghent;Ninove;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
DE TIVOLI Serafino;ulan:500009562;Tivoli, Serafino de;Italian (culture or style);Italian painter, 1826-1892;1826.0;1892.0;10.316667;43.55;11.25;43.766667;Livorno;Florence;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
VERLY François;ulan:500007636;Verly, François;French (culture or style);French architect, urban planner, and draftsman, 1760-1822;1760.0;1822.0;3.058585;50.632971000000005;;;Lille;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
SHONEN Suzuki;ulan:500123383;Suzuki Shōnen;Japanese (culture or style);Japanese painter, 1848-1918;1848.0;1918.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
BURGHERS Michael;ulan:500095021;Burghers, Michael;Dutch (culture or style);Dutch engraver, ca. 1640-ca. 1723;1630.0;1733.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
GORE Charles;ulan:500001648;Gore, Charles;British (modern);British painter, 1729-1807;1729.0;1807.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
Mosè BIANCHI;ulan:500021247;Bianchi, Mosè;Italian (culture or style);Italian painter and etcher, 1840-1904;1840.0;1904.0;9.266667;45.583333;9.266667;45.583333;Monza;Monza;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
QUADRIO Hieronimo;ulan:500080032;Quadrio, Hieronimo;undetermined (information indicator);artist;1400.0;2080.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
ROSSETTI Domenico;ulan:500099649;Rossetti, Domenico;Italian (culture or style);Italian architect, medalist, and printmaker, 1650-1736;1650.0;1736.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
JUNGNICKEL Ludwig Heinrich;ulan:500002313;Jungnickel, Ludwig Heinrich;German (culture, style, period);German painter, etcher, and lithographer, 1881-1965;1881.0;1965.0;12.016667;50.033333;16.3667;48.2167;Wunsiedel;Vienna;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
VANNINI Pietro;ulan:500091479;Vannini, Pietro;Italian (culture or style);Italian sculptor, born 1413 or 1414, died 1496;1413.0;1496.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
SADELER Jan I;ulan:500020677;Sadeler, Jan, I;Flemish (culture or style);Flemish draftsman, engraver, and publisher, 1550-1600;1550.0;1600.0;4.3333330000000005;50.833333;;;Saint-Gilles - Sint-Gillis;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
COLONNA Giorgio;ulan:500128922;Colonna, Giorgio;Italian (culture or style);Italian miniaturist and illuminator, born ca. 1530;1520.0;1620.0;12.326667;45.438611;;;Venice;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
CARLO DEL CANE;ulan:500005927;Cane, Carlo del;Italian (culture or style);Italian painter, 1618-1688;1618.0;1688.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
FRANCESCO DA RIMINI;ulan:500023823;Francesco da Rimini;Italian (culture or style);Italian artist, 14th century;1300.0;1399.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
RIJNVISCH Evert;ulan:500020493;Rynvisch, Evert;Dutch (culture or style);Dutch landscapist, 1590-1661;1590.0;1661.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
MAZO (del-) Juan Bautista;ulan:500031769;Mazo, Juan Bautista Martínez del;Spanish (culture or style);Spanish painter, ca. 1612-1667;1602.0;1667.0;;;-3.683333;40.4;;Madrid;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0
FRISIUs Simon;ulan:500003401;Frisius, Simon;Dutch (culture or style);Dutch printmaker and merchant, ca. 1580-1629;1570.0;1629.0;5.416667;53.183333;4.3;52.083333;Harlingen;The Hague;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
MULLER Charles Louis Lucien;ulan:500026680;Muller, Charles Louis Lucien;French (culture or style);French painter, 1815-1892;1815.0;1892.0;2.333333;48.866667;2.333333;48.866667;Paris;Paris;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
ae;ulan:500020793;Russell, George William;Irish;Irish author and painter, 1867-1935;1867.0;1935.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
ROHLFS Christian;ulan:500017013;Rohlfs, Christian;German (culture, style, period);German painter and printmaker, 1849-1938;1849.0;1938.0;10.833333;52.333333;7.983333;52.2;Wolfsburg;Landkreis Osnabrück;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
BUZZI Giuseppe;ulan:500066154;Buzzi, Giuseppe;Italian (culture or style);Italian sculptor, active 19th century;1771.0;1930.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
MARAGLIANO Antonio Maria;ulan:500055390;Maragliano, Anton Maria;Italian (culture or style);Italian sculptor, 1664-1739;1664.0;1739.0;8.95;44.416667;8.95;44.416667;Genoa;Genoa;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
DEMARNE Jean Louis;ulan:500028136;Demarne, Jean-Louis;French (culture or style);French genre painter and landscapist, ca. 1752-1829;1750.0;1829.0;4.3333330000000005;50.833333;2.333333;48.866667;Saint-Gilles - Sint-Gillis;Paris;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
SASSI Giovanni Battista;ulan:500005214;Sassi, Giovanni Battista;Italian (culture or style);Italian painter and engraver, 1679-1762;1679.0;1762.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
CARLO DA CAMERINO;ulan:500013440;Carlo da Camerino;Italian (culture or style);Italian painter, active ca. 1396;1271.0;1430.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
BERTI Giorgio;ulan:500029170;Berti, Giorgio;Italian (culture or style);Italian painter, 1794-1863;1794.0;1863.0;11.25;43.766667;;;Florence;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
SOSEN;ulan:500123380;Mori Sosen;Japanese (culture or style);Japanese painter, 1747-1821;1747.0;1821.0;;;137.266;35.95;;Gero;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
CHELLI Carlo;ulan:500332574;Chelli, Carlo;Italian (culture or style);Italian painter, 1815-1890;1815.0;1890.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
IROLLI Vincenzo;ulan:500016859;Irolli, Vincenzo;Italian (culture or style);Italian painter, 1860-1945;1860.0;1945.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
GLEYRE Charles;ulan:500115734;Gleyre, Charles;Swiss;Swiss painter, 1806-1874, active in France;1806.0;1874.0;1.874022;48.029727;2.333333;48.866667;Loiret;Paris;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
NERI Francesco da Volterra;ulan:500000811;Francesco da Volterra;Italian (culture or style);Italian painter, 1343-1371;1343.0;1371.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
BOONEN Arnold;ulan:500021134;Boonen, Arnold;Dutch (culture or style);Dutch painter and draftsman, 1669-1729;1669.0;1729.0;4.666667;51.8;4.916667;52.35;Dordrecht;Amsterdam;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
HO;ulan:500323070;Nam Kye-u;Korean (culture or style);Korean painter, 1811-1888;1811.0;1888.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
FLYNT Paul;ulan:500074882;Flindt, Paul, the younger;German (culture, style, period);German goldsmith, engraver, 1567, died ca. 1631;1550.0;1651.0;11.068333;49.447778;11.068333;49.447778;Nuremberg;Nuremberg;1.0;0.0;1.0;4.0;3.0;0.0;3.0;0.75;0.0;0.75
COVATTI Ascanio;ulan:500297041;Covatti, Ascanio;Italian (culture or style);Italian sculptor, died 1632;1532.0;1632.0;11.983333;43.266667;;;Cortona;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
MURATORI Teresa;ulan:500011087;Muratori, Teresa;Italian (culture or style);Italian painter, 1662-1708;1662.0;1708.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
FORMIS-BEFANI Achille;ulan:500012830;Formis, Achille;Italian (culture or style);Italian painter, 1832-1906;1832.0;1906.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
PIETRO del MINELLA;ulan:500013118;Minella, Pietro di Tommaso del;Italian (culture or style);Italian sculptor, 1391-1458;1391.0;1458.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
PONTIUS P;ulan:500010060;Pontius, Paulus;Flemish (culture or style);Flemish draftsman and engraver, 1603-1658;1603.0;1658.0;4.401514;51.213886;4.401514;51.213886;Antwerp;Antwerp;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
RICCI Andrea;ulan:500222549;Ricci, Andrea;Italian (culture or style);Italian architect, contemporary;1850.0;2080.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
ORIOLO Giovanni;ulan:500007305;Giovanni da Oriolo;Italian (culture or style);Italian painter, died ca. 1474;1370.0;1480.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
EHRLICH Carl Gottlob;ulan:500358000;Ehrlich, Carl Gottlob;German (culture, style, period);German artist, 1744-1799;1744.0;1799.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
INCONTRI Camillo;ulan:500002692;Incontri, Camillo;Italian (culture or style);Italian painter, active 1st half of 17th century;1571.0;1700.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
KINDT David;ulan:500096444;Kindt, David;German (culture, style, period);German painter, 1580-1652;1580.0;1652.0;10.0;53.55;10.0;53.55;Hamburg;Hamburg;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
SARTORELLI Francesco;ulan:500053420;Sartorelli, Francesco;Italian (culture or style);Italian painter, 1856-1939;1856.0;1939.0;12.015999999999998;45.823;13.242222;46.061944;Treviso;Udine;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
BRANDI Domenico;ulan:500021306;Brandi, Domenico;Italian (culture or style);Italian painter, 1683-1736;1683.0;1736.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
VACCARO D A;ulan:500115619;Vaccaro, Andrea;Italian (culture or style);Italian painter, 1604-1670;1604.0;1670.0;;;14.25;40.833333;;Naples;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
DE GHEYN;ulan:500023332;Gheyn, Jacques de, III;Dutch (culture or style);Dutch etcher, draftsman, ca. 1596-1641;1586.0;1641.0;4.916667;52.35;5.133333;52.083333;Amsterdam;Utrecht;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
VALENTINO Gian Domenico;ulan:500032690;Valentini, Giovanni Domenico;Italian (culture or style);Italian painter, 1639-1715;1639.0;1715.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
REBECCA Biagio;ulan:500030490;Rebecca, Biagio;Italian (culture or style);Italian painter, 1735-1808, active in Great Britain;1735.0;1808.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
DE BACCI VENUTI Gualtiero;ulan:500188073;Bacci Venuti, Gualterio de;Italian (culture or style);Italian painter, born after 1857;1857.0;2000.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
FOSSATI Andrea;ulan:500102379;Fossati, Andrea;Italian (culture or style);Italian painter, born 1844, died after 1900;1844.0;1905.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
BOCANEGRA Pedro;ulan:500031349;Bocanegra, Pedro Anastasio;Spanish (culture or style);Spanish painter and printmaker, 1638-1689;1638.0;1689.0;-3.6;37.183333000000005;-3.6;37.183333000000005;Granada;Granada;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
CRIPPA Luigi;ulan:500097610;Crippa, Luigi;Italian (culture or style);Italian sculptor, 1838-1895;1838.0;1895.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
ANGILLIS P;ulan:500011821;Angillis, Pieter;Flemish (culture or style);Flemish painter, 1685-1734;1685.0;1734.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
LEGRAND Louis;ulan:500022826;Legrand, Louis;French (culture or style);French painter, printmaker, and draftsman, 1863-1951;1863.0;1951.0;5.016667;47.316667;2.543051;48.919303;Dijon;Livry-Gargan;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
RASTRELLI Bartolomeo Carlo;ulan:500012336;Rastrelli, Bartolomeo Carlo;Italian (culture or style);Italian sculptor and architect, ca. 1675-1744, active in Russia;1665.0;1744.0;;;30.25;59.8833;;Saint Petersburg;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
LYNHOVEN Nicolaes van;ulan:500032081;Lynhoven, Nicolaes van;Dutch (culture or style);Dutch draftsman, active from 1669, died before 1702;1602.0;1702.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
BORREMANS Guglielmo;ulan:500015767;Borremans, Guglielmo;Flemish (culture or style);Flemish painter, 1640-1744, active in Italy;1640.0;1744.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
STOOP Dirk;ulan:500018396;Stoop, Dirck;Dutch (culture or style);Dutch painter and etcher, ca. 1618-ca. 1676;1608.0;1690.0;5.133333;52.083333;5.133333;52.083333;Utrecht;Utrecht;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
GERRIT Pieters;ulan:500028212;Zyl, Gerard Pietersz. Van;Dutch (culture or style);Dutch painter, ca.1607-1665;1597.0;1665.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
) Hugo;ulan:500344367;Hugo family;French (culture or style);French family of writers, artists, active 19th century;1500.0;2080.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
SANESI Niccolò;ulan:500031697;Sanesi, Nicola;Italian (culture or style);Italian painter and engraver, 1818-1889;1818.0;1889.0;11.25;43.766667;11.25;43.766667;Florence;Florence;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
CHINARD Joseph;ulan:500115874;Chinard, Joseph;French (culture or style);French sculptor, 1756-1813;1756.0;1813.0;4.846711;45.748457;4.846711;45.748457;Lyon;Lyon;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
BELLAVIA Marcantonio;ulan:500008555;Bellavia, Marcantonio;Italian (culture or style);Italian painter and printmaker, active 17th century;1571.0;1730.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
UTILI Andrea;ulan:500170722;Utili, Andrea;Italian (culture or style);Italian painter, active 1481-1496;1441.0;1541.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
DEACON James;ulan:500029048;Deacon, James;British (modern);British draftsman, ca. 1728-1750;1718.0;1750.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
BERGAMASCO (detto il;ulan:500032810;Castello, Giovanni Battista;Italian (culture or style);Italian architect and painter, ca.1509-1569;1499.0;1569.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
SACCAGGI Cesare;ulan:500053419;Saccaggi, Cesare;Italian (culture or style);Italian painter, 1868-1934;1868.0;1934.0;8.866667;44.9;8.866667;44.9;Tortona;Tortona;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
FORTE Gaetano;ulan:500050428;Forte, Gaetano;Italian (culture or style);Italian painter 1797-1866;1797.0;1866.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
LEONARDIS Jacopo;ulan:500023780;Leonardis, Jacopo;Italian (culture or style);Italian draftsman and etcher, 1723-1797;1723.0;1797.0;13.311944;45.906389;12.326667;45.438611;Palmanova;Venice;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
VOGTHERR Heinrich;ulan:500029686;Vogtherr, Heinrich, the elder;German (culture, style, period);German woodcutter, draftsman, and etcher, 1490-1556;1490.0;1556.0;6.733333;49.35;16.3667;48.2167;Dillingen/Saar;Vienna;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
ANNONI Felice;ulan:500071215;Annoni, Felice;Italian (culture or style);Italian painter, active 18th century;1671.0;1830.0;;;-0.5805;44.840439;;Bordeaux;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
MICHIS Pietro;ulan:500094017;Michis, Pietro;Italian (culture or style);Italian painter, 1836-1903;1836.0;1903.0;9.2;45.466667;9.2;45.466667;Milan;Milan;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
HEIM François Joseph;ulan:500002586;Heim, François-Joseph;French (culture or style);French painter, 1787-1865;1787.0;1865.0;6.854187;47.638831;2.333333;48.866667;Belfort;Paris;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
MORAN de SANTIAGO;ulan:500037696;Morán, Santiago, the elder;Spanish (culture or style);Spanish painter, ca. 1571-after 1626;1561.0;1630.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
RUNCIMAN John;ulan:500015493;Runciman, John;British (modern);Scottish history painter, portraitist, and etcher, 1744-1768;1744.0;1768.0;-3.2;55.95;14.25;40.833333;City of Edinburgh;Naples;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
LUCCHESI Urbano;ulan:500110610;Lucchesi, Urbano;Italian (culture or style);Italian sculptor, 1844-1906;1844.0;1906.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
BOUVIER Pietro;ulan:500042383;Bouvier, Pietro;Italian (culture or style);Italian painter, 1839-1927;1839.0;1927.0;9.2;45.466667;9.2;45.466667;Milan;Milan;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
BRONCKHORST Jan Gerritsz van;ulan:500004119;Bronchorst, Jan Gerritsz. Van;Dutch (culture or style);Dutch painter, etcher, and printer, ca. 1603-before 1661;1593.0;1671.0;5.133333;52.083333;4.916667;52.35;Utrecht;Amsterdam;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
FELICI Augusto;ulan:500052684;Felici, Augusto;Italian (culture or style);Italian sculptor, born 1851, active 1887-1892;1851.0;1951.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
CASSANO Giuseppe;ulan:500073821;Cassano, Giuseppe;Italian (culture or style);Italian sculptor, 1823-1905;1823.0;1905.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
TERRIS John;ulan:500003112;Terris, John;British (modern);Scottish landscapist, 1865-1914;1865.0;1914.0;-4.25;55.9167;-4.25;55.9167;Bishopbriggs;Bishopbriggs;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
CUYLENBORCH (van) Abraham;ulan:500016776;Cuylenborch, Abraham van;Dutch (culture or style);Dutch painter, draftsman, ca. 1610-1658;1600.0;1658.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
BREBIETTE Pierre;ulan:500003938;Brebiette, Pierre;French (culture or style);French painter and etcher, ca. 1598-1650;1588.0;1660.0;1.70792;48.990163;2.333333;48.866667;Mantes-la-Jolie;Paris;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
LUINI Tommaso;ulan:500019237;Donini, Tommaso;Italian (culture or style);Italian painter, 1601-1637;1601.0;1637.0;12.483333;41.9;12.483333;41.9;Rome;Rome;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
SALIMBENI Jacopo;ulan:500124853;Salimbeni, Jacopo;Italian (culture or style);Italian painter, active from ca. 1404, died after 1427;1370.0;1435.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
SPRINGINKLEE Hans;ulan:500009118;Springinklee, Hans;German (culture, style, period);German painter, draftsman, and printmaker, ca. 1495-after 1522;1485.0;1565.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
MACARI Emanuele;ulan:500117041;Macari, Emanuele;Italian (culture or style);Italian painter, died 1550;1460.0;1550.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
CARASALE Angelo;ulan:500332684;Carasale, Angelo;Italian (culture or style);Italian architect, active 1724, died 1742;1642.0;1742.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
GORI Lamberto Cristiano;ulan:500111984;Gori, Lamberto Cristiano;Italian (culture or style);Italian designer, 1730-1801;1730.0;1801.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
DULIN Pierre;ulan:500031734;Dulin, Pierre;French (culture or style);French painter and draftsman, 1669-1748;1669.0;1748.0;2.333333;48.866667;2.333333;48.866667;Paris;Paris;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
UBERTINI Baccio;ulan:500331869;Ubertini, Baccio;Italian (culture or style);Italian painter, 1484-1525;1484.0;1525.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
BRISIGHELLA Carlo;ulan:500025322;Eismann-Brisighella, Carlo;German (culture, style, period);Italian painter, ca. 1629 - after 1718, traveled in Germany;1625.0;1720.0;12.326667;45.438611;;;Venice;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
Arent;ulan:500009697;Arentsz., Arent;Dutch (culture or style);Dutch painter, ca. 1585-1635;1575.0;1635.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
FERRARI Bartolomeo;ulan:500056628;Ferrari, Bartolomeo;Italian (culture or style);Italian sculptor and founder, 1780-1844;1780.0;1844.0;11.65;45.75;12.326667;45.438611;Marostica;Venice;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
LANFRANCHI Francesco;ulan:500334431;Lanfranchi, Francesco;Italian (culture or style);Italian architect, 1600-1669;1600.0;1669.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
ROMBOUTs Salomon;ulan:500027597;Rombouts, Salomon;Dutch (culture or style);Dutch painter, ca.1652-ca.1702;1642.0;1712.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
SARRAZIN Jean Baptiste;ulan:500024758;Sarazin, Jean-Baptiste;French (culture or style);French painter, active 1762-1793;1732.0;1823.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
STIMMER Gideon;ulan:500094182;Stimmer, Gideon;Swiss;Swiss painter and stained glass designer, born 1545, died 1577 or 1578;1545.0;1578.0;8.634929;47.697316;;;Schaffhausen;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
HENGELER Adolf;ulan:500004965;Hengeler, Adolf;German (culture, style, period);German painter, 1863-1927;1863.0;1927.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
NENCI Francesco;ulan:500008250;Nenci, Francesco;Italian (culture or style);Italian painter and draftsman, 1781-1850;1781.0;1850.0;12.05;43.533333;11.33;43.318000000000005;Arezzo;Siena;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
